year,site,siteid,species,treeid,trw,bai,radius,age,awc100,pH,BS,C.N,tmean,prec,dri,co2
1979,Vetroztief,VET,beech,VETfasy2,1.05,11.48,17.5,101,10,6.6,98.8,20.5,10.2,539,41,336.7
1980,Vetroztief,VET,beech,VETfasy2,1.39,15.38,17.7,102,10,6.6,98.8,20.5,9.6,606,56,338.5
1981,Vetroztief,VET,beech,VETfasy2,0.99,11.03,17.8,103,10,6.6,98.8,20.5,10.9,607,51,339.8
1982,Vetroztief,VET,beech,VETfasy2,1.56,17.5,17.9,104,10,6.6,98.8,20.5,11.2,541,39,341
1983,Vetroztief,VET,beech,VETfasy2,1.23,13.85,18.1,105,10,6.6,98.8,20.5,11.4,621,51,342.6
1984,Vetroztief,VET,beech,VETfasy2,1.69,19.21,18.2,106,10,6.6,98.8,20.5,9.5,594,52,344.3
1985,Vetroztief,VET,beech,VETfasy2,1.41,16.21,18.4,107,10,6.6,98.8,20.5,10.9,658,58,345.7
1986,Vetroztief,VET,beech,VETfasy2,1.3,15.05,18.5,108,10,6.6,98.8,20.5,10.8,644,56,347
1987,Vetroztief,VET,beech,VETfasy2,0.83,9.61,18.6,109,10,6.6,98.8,20.5,10.8,687,65,348.8
1988,Vetroztief,VET,beech,VETfasy2,1.22,14.29,18.7,110,10,6.6,98.8,20.5,11.2,478,27,351.3
1989,Vetroztief,VET,beech,VETfasy2,0.65,7.59,18.8,111,10,6.6,98.8,20.5,11,506,32,352.8
1990,Vetroztief,VET,beech,VETfasy2,0.99,11.7,18.9,112,10,6.6,98.8,20.5,11.2,650,56,354
1991,Vetroztief,VET,beech,VETfasy2,0.42,4.92,18.9,113,10,6.6,98.8,20.5,11.1,473,29,355.5
1992,Vetroztief,VET,beech,VETfasy2,0.46,5.47,19,114,10,6.6,98.8,20.5,11.7,513,32,356.3
1993,Vetroztief,VET,beech,VETfasy2,0.74,8.77,19,115,10,6.6,98.8,20.5,11.3,738,70,357
1994,Vetroztief,VET,beech,VETfasy2,0.92,10.96,19.1,116,10,6.6,98.8,20.5,11.6,731,69,358.9
1995,Vetroztief,VET,beech,VETfasy2,0.79,9.51,19.2,117,10,6.6,98.8,20.5,10.7,627,54,360.9
1996,Vetroztief,VET,beech,VETfasy2,0.55,6.64,19.3,118,10,6.6,98.8,20.5,10.7,591,47,362.7
1997,Vetroztief,VET,beech,VETfasy2,0.79,9.58,19.3,119,10,6.6,98.8,20.5,11.4,640,55,363.8
1998,Vetroztief,VET,beech,VETfasy2,1.46,17.74,19.5,120,10,6.6,98.8,20.5,11.7,565,40,365.5
1999,Vetroztief,VET,beech,VETfasy2,0.92,11.28,19.6,121,10,6.6,98.8,20.5,11.9,745,71,367
2000,Vetroztief,VET,beech,VETfasy2,0.9,11.03,19.7,122,10,6.6,98.8,20.5,12,526,33,368.5
2001,Vetroztief,VET,beech,VETfasy2,1.11,13.69,19.8,123,10,6.6,98.8,20.5,10.9,784,79,370
2002,Vetroztief,VET,beech,VETfasy2,1.02,12.64,19.9,124,10,6.6,98.8,20.5,11.3,726,69,371.5
2003,Vetroztief,VET,beech,VETfasy2,0.9,11.26,20,125,10,6.6,98.8,20.5,13.5,488,22,373
2004,Vetroztief,VET,beech,VETfasy2,1.18,14.78,20.1,126,10,6.6,98.8,20.5,11.5,539,37,374.6
2005,Vetroztief,VET,beech,VETfasy2,1.19,15.06,20.2,127,10,6.6,98.8,20.5,11.7,653,55,377.1
2006,Vetroztief,VET,beech,VETfasy2,1,12.66,20.3,128,10,6.6,98.8,20.5,12.1,669,58,378.8
1957,Vetroztief,VET,beech,VETfasy3,1.76,10.76,9.8,101,10,6.6,98.8,20.5,10.7,574,45,315.1
1958,Vetroztief,VET,beech,VETfasy3,2.32,14.49,10.1,102,10,6.6,98.8,20.5,11.5,586,45,315.7
1959,Vetroztief,VET,beech,VETfasy3,1.62,10.34,10.2,103,10,6.6,98.8,20.5,12,477,25,315.8
1960,Vetroztief,VET,beech,VETfasy3,1.42,9.2,10.4,104,10,6.6,98.8,20.5,10.5,631,54,316.8
1961,Vetroztief,VET,beech,VETfasy3,1.14,7.48,10.5,105,10,6.6,98.8,20.5,11.6,543,38,317.5
1962,Vetroztief,VET,beech,VETfasy3,1.09,7.19,10.6,106,10,6.6,98.8,20.5,10.8,374,9,318.3
1963,Vetroztief,VET,beech,VETfasy3,1.15,7.7,10.7,107,10,6.6,98.8,20.5,10.7,594,48,318.8
1964,Vetroztief,VET,beech,VETfasy3,1.12,7.58,10.8,108,10,6.6,98.8,20.5,11.9,571,40,319.4
1965,Vetroztief,VET,beech,VETfasy3,1.18,8.07,10.9,109,10,6.6,98.8,20.5,9.7,821,90,319.9
1966,Vetroztief,VET,beech,VETfasy3,0.97,6.67,11,110,10,6.6,98.8,20.5,11.1,501,31,321.2
1967,Vetroztief,VET,beech,VETfasy3,1.22,8.51,11.2,111,10,6.6,98.8,20.5,10.7,511,35,322
1968,Vetroztief,VET,beech,VETfasy3,1.17,8.25,11.3,112,10,6.6,98.8,20.5,10.5,720,69,322.9
1969,Vetroztief,VET,beech,VETfasy3,1.31,9.31,11.4,113,10,6.6,98.8,20.5,10.6,662,60,324.5
1970,Vetroztief,VET,beech,VETfasy3,1.16,8.33,11.5,114,10,6.6,98.8,20.5,10.6,606,50,325.5
1971,Vetroztief,VET,beech,VETfasy3,1.25,9.1,11.7,115,10,6.6,98.8,20.5,11.6,577,43,326.2
1972,Vetroztief,VET,beech,VETfasy3,1.47,10.83,11.8,116,10,6.6,98.8,20.5,9.5,446,28,327.3
1973,Vetroztief,VET,beech,VETfasy3,1.27,9.43,11.9,117,10,6.6,98.8,20.5,10.8,619,53,329.5
1974,Vetroztief,VET,beech,VETfasy3,1.41,10.63,12.1,118,10,6.6,98.8,20.5,10.4,627,55,330.1
1975,Vetroztief,VET,beech,VETfasy3,1.49,11.37,12.2,119,10,6.6,98.8,20.5,10.9,522,36,331
1976,Vetroztief,VET,beech,VETfasy3,1.18,9.1,12.3,120,10,6.6,98.8,20.5,10.9,430,20,332
1977,Vetroztief,VET,beech,VETfasy3,0.8,6.22,12.4,121,10,6.6,98.8,20.5,9.7,628,57,333.7
1978,Vetroztief,VET,beech,VETfasy3,0.85,6.61,12.5,122,10,6.6,98.8,20.5,9.6,580,50,335.3
1979,Vetroztief,VET,beech,VETfasy3,1.05,8.28,12.6,123,10,6.6,98.8,20.5,10.2,539,41,336.7
1980,Vetroztief,VET,beech,VETfasy3,1.35,10.75,12.7,124,10,6.6,98.8,20.5,9.6,606,56,338.5
1981,Vetroztief,VET,beech,VETfasy3,0.95,7.59,12.8,125,10,6.6,98.8,20.5,10.9,607,51,339.8
1982,Vetroztief,VET,beech,VETfasy3,1.4,11.35,13,126,10,6.6,98.8,20.5,11.2,541,39,341
1983,Vetroztief,VET,beech,VETfasy3,0.98,8.02,13.1,127,10,6.6,98.8,20.5,11.4,621,51,342.6
1984,Vetroztief,VET,beech,VETfasy3,1,8.25,13.2,128,10,6.6,98.8,20.5,9.5,594,52,344.3
1985,Vetroztief,VET,beech,VETfasy3,1.07,8.89,13.3,129,10,6.6,98.8,20.5,10.9,658,58,345.7
1986,Vetroztief,VET,beech,VETfasy3,1.1,9.17,13.4,130,10,6.6,98.8,20.5,10.8,644,56,347
1987,Vetroztief,VET,beech,VETfasy3,0.87,7.34,13.5,131,10,6.6,98.8,20.5,10.8,687,65,348.8
1988,Vetroztief,VET,beech,VETfasy3,0.83,7.01,13.6,132,10,6.6,98.8,20.5,11.2,478,27,351.3
1989,Vetroztief,VET,beech,VETfasy3,0.68,5.81,13.6,133,10,6.6,98.8,20.5,11,506,32,352.8
1990,Vetroztief,VET,beech,VETfasy3,0.54,4.63,13.7,134,10,6.6,98.8,20.5,11.2,650,56,354
1991,Vetroztief,VET,beech,VETfasy3,0.6,5.17,13.7,135,10,6.6,98.8,20.5,11.1,473,29,355.5
1992,Vetroztief,VET,beech,VETfasy3,0.55,4.76,13.8,136,10,6.6,98.8,20.5,11.7,513,32,356.3
1993,Vetroztief,VET,beech,VETfasy3,0.84,7.3,13.9,137,10,6.6,98.8,20.5,11.3,738,70,357
1994,Vetroztief,VET,beech,VETfasy3,1.02,8.93,14,138,10,6.6,98.8,20.5,11.6,731,69,358.9
1995,Vetroztief,VET,beech,VETfasy3,0.64,5.64,14,139,10,6.6,98.8,20.5,10.7,627,54,360.9
1996,Vetroztief,VET,beech,VETfasy3,0.45,3.98,14.1,140,10,6.6,98.8,20.5,10.7,591,47,362.7
1997,Vetroztief,VET,beech,VETfasy3,0.64,5.63,14.2,141,10,6.6,98.8,20.5,11.4,640,55,363.8
1998,Vetroztief,VET,beech,VETfasy3,1.1,9.82,14.3,142,10,6.6,98.8,20.5,11.7,565,40,365.5
1999,Vetroztief,VET,beech,VETfasy3,0.44,3.9,14.3,143,10,6.6,98.8,20.5,11.9,745,71,367
2000,Vetroztief,VET,beech,VETfasy3,0.4,3.56,14.3,144,10,6.6,98.8,20.5,12,526,33,368.5
2001,Vetroztief,VET,beech,VETfasy3,0.79,7.14,14.4,145,10,6.6,98.8,20.5,10.9,784,79,370
2002,Vetroztief,VET,beech,VETfasy3,0.66,6,14.5,146,10,6.6,98.8,20.5,11.3,726,69,371.5
2003,Vetroztief,VET,beech,VETfasy3,1,9.14,14.6,147,10,6.6,98.8,20.5,13.5,488,22,373
2004,Vetroztief,VET,beech,VETfasy3,1.02,9.39,14.7,148,10,6.6,98.8,20.5,11.5,539,37,374.6
2005,Vetroztief,VET,beech,VETfasy3,0.96,8.89,14.8,149,10,6.6,98.8,20.5,11.7,653,55,377.1
2006,Vetroztief,VET,beech,VETfasy3,0.63,5.82,14.9,150,10,6.6,98.8,20.5,12.1,669,58,378.8
1957,Vetroztief,VET,beech,VETfasy4,2.29,16.43,11.5,75,10,6.6,98.8,20.5,10.7,574,45,315.1
1958,Vetroztief,VET,beech,VETfasy4,2.48,18.13,11.8,76,10,6.6,98.8,20.5,11.5,586,45,315.7
1959,Vetroztief,VET,beech,VETfasy4,2.27,16.96,12,77,10,6.6,98.8,20.5,12,477,25,315.8
1960,Vetroztief,VET,beech,VETfasy4,2.01,15.25,12.2,78,10,6.6,98.8,20.5,10.5,631,54,316.8
1961,Vetroztief,VET,beech,VETfasy4,1.8,13.91,12.4,79,10,6.6,98.8,20.5,11.6,543,38,317.5
1962,Vetroztief,VET,beech,VETfasy4,1.47,11.47,12.5,80,10,6.6,98.8,20.5,10.8,374,9,318.3
1963,Vetroztief,VET,beech,VETfasy4,1.56,12.32,12.7,81,10,6.6,98.8,20.5,10.7,594,48,318.8
1964,Vetroztief,VET,beech,VETfasy4,1.99,15.95,12.9,82,10,6.6,98.8,20.5,11.9,571,40,319.4
1965,Vetroztief,VET,beech,VETfasy4,1.97,16.03,13.1,83,10,6.6,98.8,20.5,9.7,821,90,319.9
1966,Vetroztief,VET,beech,VETfasy4,1.98,16.36,13.3,84,10,6.6,98.8,20.5,11.1,501,31,321.2
1967,Vetroztief,VET,beech,VETfasy4,2.29,19.28,13.5,85,10,6.6,98.8,20.5,10.7,511,35,322
1968,Vetroztief,VET,beech,VETfasy4,1.74,14.87,13.7,86,10,6.6,98.8,20.5,10.5,720,69,322.9
1969,Vetroztief,VET,beech,VETfasy4,2.26,19.59,13.9,87,10,6.6,98.8,20.5,10.6,662,60,324.5
1970,Vetroztief,VET,beech,VETfasy4,1.91,16.81,14.1,88,10,6.6,98.8,20.5,10.6,606,50,325.5
1971,Vetroztief,VET,beech,VETfasy4,2.11,18.79,14.3,89,10,6.6,98.8,20.5,11.6,577,43,326.2
1972,Vetroztief,VET,beech,VETfasy4,2.02,18.29,14.5,90,10,6.6,98.8,20.5,9.5,446,28,327.3
1973,Vetroztief,VET,beech,VETfasy4,2.18,20.03,14.7,91,10,6.6,98.8,20.5,10.8,619,53,329.5
1974,Vetroztief,VET,beech,VETfasy4,1.88,17.47,14.9,92,10,6.6,98.8,20.5,10.4,627,55,330.1
1975,Vetroztief,VET,beech,VETfasy4,1.52,14.32,15.1,93,10,6.6,98.8,20.5,10.9,522,36,331
1976,Vetroztief,VET,beech,VETfasy4,1.32,12.56,15.2,94,10,6.6,98.8,20.5,10.9,430,20,332
1977,Vetroztief,VET,beech,VETfasy4,1.44,13.77,15.3,95,10,6.6,98.8,20.5,9.7,628,57,333.7
1978,Vetroztief,VET,beech,VETfasy4,1.39,13.47,15.5,96,10,6.6,98.8,20.5,9.6,580,50,335.3
1979,Vetroztief,VET,beech,VETfasy4,1.41,13.73,15.6,97,10,6.6,98.8,20.5,10.2,539,41,336.7
1980,Vetroztief,VET,beech,VETfasy4,2.05,20.21,15.8,98,10,6.6,98.8,20.5,9.6,606,56,338.5
1981,Vetroztief,VET,beech,VETfasy4,1.3,12.99,16,99,10,6.6,98.8,20.5,10.9,607,51,339.8
1982,Vetroztief,VET,beech,VETfasy4,1.77,17.85,16.1,100,10,6.6,98.8,20.5,11.2,541,39,341
1983,Vetroztief,VET,beech,VETfasy4,1.88,19.12,16.3,101,10,6.6,98.8,20.5,11.4,621,51,342.6
1984,Vetroztief,VET,beech,VETfasy4,2.16,22.3,16.5,102,10,6.6,98.8,20.5,9.5,594,52,344.3
1985,Vetroztief,VET,beech,VETfasy4,2.13,22.28,16.8,103,10,6.6,98.8,20.5,10.9,658,58,345.7
1986,Vetroztief,VET,beech,VETfasy4,1.91,20.17,16.9,104,10,6.6,98.8,20.5,10.8,644,56,347
1987,Vetroztief,VET,beech,VETfasy4,1.54,16.42,17.1,105,10,6.6,98.8,20.5,10.8,687,65,348.8
1988,Vetroztief,VET,beech,VETfasy4,1.44,15.54,17.2,106,10,6.6,98.8,20.5,11.2,478,27,351.3
1989,Vetroztief,VET,beech,VETfasy4,1.39,15.12,17.4,107,10,6.6,98.8,20.5,11,506,32,352.8
1990,Vetroztief,VET,beech,VETfasy4,1.26,13.81,17.5,108,10,6.6,98.8,20.5,11.2,650,56,354
1991,Vetroztief,VET,beech,VETfasy4,0.86,9.43,17.6,109,10,6.6,98.8,20.5,11.1,473,29,355.5
1992,Vetroztief,VET,beech,VETfasy4,0.82,9.09,17.7,110,10,6.6,98.8,20.5,11.7,513,32,356.3
1993,Vetroztief,VET,beech,VETfasy4,1.25,13.93,17.8,111,10,6.6,98.8,20.5,11.3,738,70,357
1994,Vetroztief,VET,beech,VETfasy4,1.55,17.41,18,112,10,6.6,98.8,20.5,11.6,731,69,358.9
1995,Vetroztief,VET,beech,VETfasy4,0.98,11.03,18.1,113,10,6.6,98.8,20.5,10.7,627,54,360.9
1996,Vetroztief,VET,beech,VETfasy4,0.74,8.41,18.1,114,10,6.6,98.8,20.5,10.7,591,47,362.7
1997,Vetroztief,VET,beech,VETfasy4,1.18,13.48,18.2,115,10,6.6,98.8,20.5,11.4,640,55,363.8
1998,Vetroztief,VET,beech,VETfasy4,1.33,15.3,18.4,116,10,6.6,98.8,20.5,11.7,565,40,365.5
1999,Vetroztief,VET,beech,VETfasy4,0.63,7.29,18.4,117,10,6.6,98.8,20.5,11.9,745,71,367
2000,Vetroztief,VET,beech,VETfasy4,0.88,10.22,18.5,118,10,6.6,98.8,20.5,12,526,33,368.5
2001,Vetroztief,VET,beech,VETfasy4,1.56,18.24,18.7,119,10,6.6,98.8,20.5,10.9,784,79,370
2002,Vetroztief,VET,beech,VETfasy4,1.54,18.1,18.8,120,10,6.6,98.8,20.5,11.3,726,69,371.5
2003,Vetroztief,VET,beech,VETfasy4,1.52,18.06,19,121,10,6.6,98.8,20.5,13.5,488,22,373
2004,Vetroztief,VET,beech,VETfasy4,1.31,15.69,19.1,122,10,6.6,98.8,20.5,11.5,539,37,374.6
2005,Vetroztief,VET,beech,VETfasy4,1.04,12.53,19.2,123,10,6.6,98.8,20.5,11.7,653,55,377.1
2006,Vetroztief,VET,beech,VETfasy4,1.13,13.69,19.3,124,10,6.6,98.8,20.5,12.1,669,58,378.8
1957,Vetroztief,VET,beech,VETfasy5,0.67,6.58,15.8,136,10,6.6,98.8,20.5,10.7,574,45,315.1
1958,Vetroztief,VET,beech,VETfasy5,0.78,7.75,15.9,137,10,6.6,98.8,20.5,11.5,586,45,315.7
1959,Vetroztief,VET,beech,VETfasy5,0.63,6.29,15.9,138,10,6.6,98.8,20.5,12,477,25,315.8
1960,Vetroztief,VET,beech,VETfasy5,0.68,6.76,16,139,10,6.6,98.8,20.5,10.5,631,54,316.8
1961,Vetroztief,VET,beech,VETfasy5,0.68,6.84,16.1,140,10,6.6,98.8,20.5,11.6,543,38,317.5
1962,Vetroztief,VET,beech,VETfasy5,0.64,6.47,16.1,141,10,6.6,98.8,20.5,10.8,374,9,318.3
1963,Vetroztief,VET,beech,VETfasy5,0.79,7.97,16.2,142,10,6.6,98.8,20.5,10.7,594,48,318.8
1964,Vetroztief,VET,beech,VETfasy5,0.84,8.52,16.3,143,10,6.6,98.8,20.5,11.9,571,40,319.4
1965,Vetroztief,VET,beech,VETfasy5,0.81,8.3,16.4,144,10,6.6,98.8,20.5,9.7,821,90,319.9
1966,Vetroztief,VET,beech,VETfasy5,0.61,6.23,16.4,145,10,6.6,98.8,20.5,11.1,501,31,321.2
1967,Vetroztief,VET,beech,VETfasy5,0.83,8.53,16.5,146,10,6.6,98.8,20.5,10.7,511,35,322
1968,Vetroztief,VET,beech,VETfasy5,0.65,6.75,16.6,147,10,6.6,98.8,20.5,10.5,720,69,322.9
1969,Vetroztief,VET,beech,VETfasy5,1.04,10.81,16.7,148,10,6.6,98.8,20.5,10.6,662,60,324.5
1970,Vetroztief,VET,beech,VETfasy5,0.8,8.4,16.8,149,10,6.6,98.8,20.5,10.6,606,50,325.5
1971,Vetroztief,VET,beech,VETfasy5,0.74,7.75,16.8,150,10,6.6,98.8,20.5,11.6,577,43,326.2
1972,Vetroztief,VET,beech,VETfasy5,0.68,7.2,16.9,151,10,6.6,98.8,20.5,9.5,446,28,327.3
1973,Vetroztief,VET,beech,VETfasy5,0.73,7.76,17,152,10,6.6,98.8,20.5,10.8,619,53,329.5
1974,Vetroztief,VET,beech,VETfasy5,0.62,6.62,17,153,10,6.6,98.8,20.5,10.4,627,55,330.1
1975,Vetroztief,VET,beech,VETfasy5,0.45,4.77,17.1,154,10,6.6,98.8,20.5,10.9,522,36,331
1976,Vetroztief,VET,beech,VETfasy5,0.5,5.32,17.1,155,10,6.6,98.8,20.5,10.9,430,20,332
1977,Vetroztief,VET,beech,VETfasy5,0.48,5.17,17.2,156,10,6.6,98.8,20.5,9.7,628,57,333.7
1978,Vetroztief,VET,beech,VETfasy5,0.62,6.65,17.2,157,10,6.6,98.8,20.5,9.6,580,50,335.3
1979,Vetroztief,VET,beech,VETfasy5,0.66,7.16,17.3,158,10,6.6,98.8,20.5,10.2,539,41,336.7
1980,Vetroztief,VET,beech,VETfasy5,0.89,9.7,17.4,159,10,6.6,98.8,20.5,9.6,606,56,338.5
1981,Vetroztief,VET,beech,VETfasy5,0.6,6.51,17.4,160,10,6.6,98.8,20.5,10.9,607,51,339.8
1982,Vetroztief,VET,beech,VETfasy5,0.76,8.29,17.5,161,10,6.6,98.8,20.5,11.2,541,39,341
1983,Vetroztief,VET,beech,VETfasy5,0.7,7.72,17.6,162,10,6.6,98.8,20.5,11.4,621,51,342.6
1984,Vetroztief,VET,beech,VETfasy5,0.7,7.7,17.7,163,10,6.6,98.8,20.5,9.5,594,52,344.3
1985,Vetroztief,VET,beech,VETfasy5,0.98,10.85,17.8,164,10,6.6,98.8,20.5,10.9,658,58,345.7
1986,Vetroztief,VET,beech,VETfasy5,0.79,8.78,17.8,165,10,6.6,98.8,20.5,10.8,644,56,347
1987,Vetroztief,VET,beech,VETfasy5,0.56,6.29,17.9,166,10,6.6,98.8,20.5,10.8,687,65,348.8
1988,Vetroztief,VET,beech,VETfasy5,0.54,6.02,17.9,167,10,6.6,98.8,20.5,11.2,478,27,351.3
1989,Vetroztief,VET,beech,VETfasy5,0.47,5.25,18,168,10,6.6,98.8,20.5,11,506,32,352.8
1990,Vetroztief,VET,beech,VETfasy5,0.53,5.94,18,169,10,6.6,98.8,20.5,11.2,650,56,354
1991,Vetroztief,VET,beech,VETfasy5,0.37,4.2,18.1,170,10,6.6,98.8,20.5,11.1,473,29,355.5
1992,Vetroztief,VET,beech,VETfasy5,0.41,4.66,18.1,171,10,6.6,98.8,20.5,11.7,513,32,356.3
1993,Vetroztief,VET,beech,VETfasy5,0.59,6.73,18.2,172,10,6.6,98.8,20.5,11.3,738,70,357
1994,Vetroztief,VET,beech,VETfasy5,0.65,7.44,18.2,173,10,6.6,98.8,20.5,11.6,731,69,358.9
1995,Vetroztief,VET,beech,VETfasy5,0.44,5.05,18.3,174,10,6.6,98.8,20.5,10.7,627,54,360.9
1996,Vetroztief,VET,beech,VETfasy5,0.48,5.52,18.3,175,10,6.6,98.8,20.5,10.7,591,47,362.7
1997,Vetroztief,VET,beech,VETfasy5,0.57,6.52,18.4,176,10,6.6,98.8,20.5,11.4,640,55,363.8
1998,Vetroztief,VET,beech,VETfasy5,0.66,7.58,18.5,177,10,6.6,98.8,20.5,11.7,565,40,365.5
1999,Vetroztief,VET,beech,VETfasy5,0.29,3.37,18.5,178,10,6.6,98.8,20.5,11.9,745,71,367
2000,Vetroztief,VET,beech,VETfasy5,0.35,4.07,18.5,179,10,6.6,98.8,20.5,12,526,33,368.5
2001,Vetroztief,VET,beech,VETfasy5,0.55,6.41,18.6,180,10,6.6,98.8,20.5,10.9,784,79,370
2002,Vetroztief,VET,beech,VETfasy5,0.52,6.08,18.6,181,10,6.6,98.8,20.5,11.3,726,69,371.5
2003,Vetroztief,VET,beech,VETfasy5,0.55,6.39,18.7,182,10,6.6,98.8,20.5,13.5,488,22,373
2004,Vetroztief,VET,beech,VETfasy5,0.46,5.41,18.7,183,10,6.6,98.8,20.5,11.5,539,37,374.6
2005,Vetroztief,VET,beech,VETfasy5,0.67,7.84,18.8,184,10,6.6,98.8,20.5,11.7,653,55,377.1
2006,Vetroztief,VET,beech,VETfasy5,0.67,7.93,18.9,185,10,6.6,98.8,20.5,12.1,669,58,378.8
1957,Vetroztief,VET,beech,VETfasy6,0.79,8.67,17.6,146,10,6.6,98.8,20.5,10.7,574,45,315.1
1958,Vetroztief,VET,beech,VETfasy6,1.38,15.34,17.8,147,10,6.6,98.8,20.5,11.5,586,45,315.7
1959,Vetroztief,VET,beech,VETfasy6,1.24,13.83,17.9,148,10,6.6,98.8,20.5,12,477,25,315.8
1960,Vetroztief,VET,beech,VETfasy6,1.09,12.28,18,149,10,6.6,98.8,20.5,10.5,631,54,316.8
1961,Vetroztief,VET,beech,VETfasy6,1.15,12.98,18.1,150,10,6.6,98.8,20.5,11.6,543,38,317.5
1962,Vetroztief,VET,beech,VETfasy6,1.33,15.13,18.2,151,10,6.6,98.8,20.5,10.8,374,9,318.3
1963,Vetroztief,VET,beech,VETfasy6,1.34,15.35,18.4,152,10,6.6,98.8,20.5,10.7,594,48,318.8
1964,Vetroztief,VET,beech,VETfasy6,1.44,16.68,18.5,153,10,6.6,98.8,20.5,11.9,571,40,319.4
1965,Vetroztief,VET,beech,VETfasy6,1.38,16.11,18.7,154,10,6.6,98.8,20.5,9.7,821,90,319.9
1966,Vetroztief,VET,beech,VETfasy6,1.01,11.81,18.8,155,10,6.6,98.8,20.5,11.1,501,31,321.2
1967,Vetroztief,VET,beech,VETfasy6,1.29,15.25,18.9,156,10,6.6,98.8,20.5,10.7,511,35,322
1968,Vetroztief,VET,beech,VETfasy6,0.97,11.48,19,157,10,6.6,98.8,20.5,10.5,720,69,322.9
1969,Vetroztief,VET,beech,VETfasy6,1.18,14.05,19.1,158,10,6.6,98.8,20.5,10.6,662,60,324.5
1970,Vetroztief,VET,beech,VETfasy6,0.97,11.67,19.2,159,10,6.6,98.8,20.5,10.6,606,50,325.5
1971,Vetroztief,VET,beech,VETfasy6,0.76,9.18,19.3,160,10,6.6,98.8,20.5,11.6,577,43,326.2
1972,Vetroztief,VET,beech,VETfasy6,0.72,8.67,19.3,161,10,6.6,98.8,20.5,9.5,446,28,327.3
1973,Vetroztief,VET,beech,VETfasy6,0.59,7.12,19.4,162,10,6.6,98.8,20.5,10.8,619,53,329.5
1974,Vetroztief,VET,beech,VETfasy6,0.62,7.51,19.5,163,10,6.6,98.8,20.5,10.4,627,55,330.1
1975,Vetroztief,VET,beech,VETfasy6,0.5,6.06,19.5,164,10,6.6,98.8,20.5,10.9,522,36,331
1976,Vetroztief,VET,beech,VETfasy6,0.52,6.32,19.6,165,10,6.6,98.8,20.5,10.9,430,20,332
1977,Vetroztief,VET,beech,VETfasy6,0.41,5.04,19.6,166,10,6.6,98.8,20.5,9.7,628,57,333.7
1978,Vetroztief,VET,beech,VETfasy6,0.51,6.29,19.7,167,10,6.6,98.8,20.5,9.6,580,50,335.3
1979,Vetroztief,VET,beech,VETfasy6,0.76,9.4,19.7,168,10,6.6,98.8,20.5,10.2,539,41,336.7
1980,Vetroztief,VET,beech,VETfasy6,0.95,11.74,19.8,169,10,6.6,98.8,20.5,9.6,606,56,338.5
1981,Vetroztief,VET,beech,VETfasy6,0.59,7.36,19.9,170,10,6.6,98.8,20.5,10.9,607,51,339.8
1982,Vetroztief,VET,beech,VETfasy6,0.81,10.08,20,171,10,6.6,98.8,20.5,11.2,541,39,341
1983,Vetroztief,VET,beech,VETfasy6,0.69,8.67,20,172,10,6.6,98.8,20.5,11.4,621,51,342.6
1984,Vetroztief,VET,beech,VETfasy6,0.5,6.3,20.1,173,10,6.6,98.8,20.5,9.5,594,52,344.3
1985,Vetroztief,VET,beech,VETfasy6,0.82,10.3,20.2,174,10,6.6,98.8,20.5,10.9,658,58,345.7
1986,Vetroztief,VET,beech,VETfasy6,0.84,10.6,20.2,175,10,6.6,98.8,20.5,10.8,644,56,347
1987,Vetroztief,VET,beech,VETfasy6,0.83,10.58,20.3,176,10,6.6,98.8,20.5,10.8,687,65,348.8
1988,Vetroztief,VET,beech,VETfasy6,0.79,10.05,20.4,177,10,6.6,98.8,20.5,11.2,478,27,351.3
1989,Vetroztief,VET,beech,VETfasy6,0.65,8.28,20.5,178,10,6.6,98.8,20.5,11,506,32,352.8
1990,Vetroztief,VET,beech,VETfasy6,0.67,8.63,20.5,179,10,6.6,98.8,20.5,11.2,650,56,354
1991,Vetroztief,VET,beech,VETfasy6,0.6,7.75,20.6,180,10,6.6,98.8,20.5,11.1,473,29,355.5
1992,Vetroztief,VET,beech,VETfasy6,0.66,8.49,20.7,181,10,6.6,98.8,20.5,11.7,513,32,356.3
1993,Vetroztief,VET,beech,VETfasy6,0.92,11.91,20.8,182,10,6.6,98.8,20.5,11.3,738,70,357
1994,Vetroztief,VET,beech,VETfasy6,0.79,10.32,20.8,183,10,6.6,98.8,20.5,11.6,731,69,358.9
1995,Vetroztief,VET,beech,VETfasy6,0.83,10.82,20.9,184,10,6.6,98.8,20.5,10.7,627,54,360.9
1996,Vetroztief,VET,beech,VETfasy6,0.71,9.35,21,185,10,6.6,98.8,20.5,10.7,591,47,362.7
1997,Vetroztief,VET,beech,VETfasy6,0.88,11.63,21.1,186,10,6.6,98.8,20.5,11.4,640,55,363.8
1998,Vetroztief,VET,beech,VETfasy6,1.12,14.8,21.2,187,10,6.6,98.8,20.5,11.7,565,40,365.5
1999,Vetroztief,VET,beech,VETfasy6,0.48,6.33,21.2,188,10,6.6,98.8,20.5,11.9,745,71,367
2000,Vetroztief,VET,beech,VETfasy6,0.41,5.41,21.3,189,10,6.6,98.8,20.5,12,526,33,368.5
2001,Vetroztief,VET,beech,VETfasy6,0.81,10.78,21.4,190,10,6.6,98.8,20.5,10.9,784,79,370
2002,Vetroztief,VET,beech,VETfasy6,0.61,8.13,21.4,191,10,6.6,98.8,20.5,11.3,726,69,371.5
